No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
3932,10,A,Acer saccharum,0.051,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,24.55,NA,-0.69,9.37,9.28,14,49,1,0,Dead
4155,10,D,Acer saccharum,0.06,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,21.15,NA,-0.58,10.85,11.2,14,49,1,0,Dead
4162,10,B,Acer saccharum,0.072,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,22.85,NA,-0.69,13.98,11.84,14,49,1,0,Dead
4328,11,A,Quercus rubra,0.068,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,14.15,29.52,3.66,19.85,19.07,14,49,1,0,Dead
6723,16,E,Quercus alba,0.111,Med,2017,Quercus alba,1715,Non-Sterile,Conspecific,EMF,EMF,5/22/18,11.66,32.46,5.07,21.18,18.48,17,59.5,1,0,Dead
6724,16,E,Quercus rubra,0.111,Med,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,5/24/18,17.78,49.61,3.97,21.92,17.54,17,59.5,1,0,Dead
4341,11,A,Acer saccharum,0.068,Low,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,16.32,NA,-0.01,10.89,11.46,14,49,1,0,Dead
4365,11,A,Acer saccharum,0.068,Low,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,16.32,NA,-0.01,10.89,11.46,14,49,1,0,Dead
4369,11,C,Acer saccharum,0.055,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.82,NA,-0.13,9.36,9.45,14,49,1,0,Dead
4413,11,A,Acer saccharum,0.068,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.54,NA,-0.15,10.31,10.71,14,49,1,0,Dead
4415,11,A,Acer saccharum,0.068,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,11.53,NA,-0.24,10.72,11.44,14,49,1,0,Dead
4419,11,A,Acer saccharum,0.068,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.54,NA,-0.15,10.31,10.71,14,49,1,0,Dead
4458,11,C,Acer saccharum,0.055,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.72,NA,-0.19,9.22,9.59,14,49,1,0,Dead
4462,11,C,Acer saccharum,0.055,Low,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/1/18,16.83,NA,-0.12,9.83,10.24,14,49,1,0,Dead
4498,11,C,Quercus rubra,0.055,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,15.04,28.28,3.78,20.24,18.82,14,49,1,0,Dead
4559,11,B,Acer saccharum,0.055,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.72,NA,-0.19,9.22,9.59,14,49,1,0,Dead
4560,11,B,Quercus alba,0.055,Low,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,5/17/18,10.58,4.23,2.29,19.25,18.63,14,49,1,0,Dead
4562,11,E,Acer saccharum,0.068,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,11.53,NA,-0.24,10.72,11.44,14,49,1,0,Dead
4568,11,D,Quercus rubra,0.05,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,18.87,28.99,3.73,19.41,19.2,14,49,1,0,Dead
4586,11,D,Acer saccharum,0.05,Low,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.73,NA,-0.2,9.72,10.19,14,49,1,0,Dead
6773,16,B,Quercus rubra,0.105,Med,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,5/23/18,9.55,6.08,3.57,24.16,15.9,33,115.5,0,0,Alive
6774,16,B,Quercus alba,0.105,Med,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,5/22/18,22.73,29.36,5.02,18.7,22.82,33,115.5,0,0,Alive
4671,11,B,Acer saccharum,0.055,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.82,NA,-0.13,9.36,9.45,14,49,1,0,Dead
6777,16,B,Acer saccharum,0.105,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.18,NA,-0.1,13.27,12.23,18,63,1,0,Dead
4759,12,A,Quercus rubra,0.063,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.04,24.8,3.78,21.29,17.9,14,49,1,0,Dead
4784,12,C,Acer saccharum,0.047,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,13.27,NA,-0.5,9.8,10.16,14,49,1,0,Dead
4815,12,A,Acer saccharum,0.063,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.47,NA,-0.15,10.21,10.66,14,49,1,0,Dead
4818,12,C,Quercus rubra,0.047,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,19.19,26.96,3.82,23.7,16.2,14,49,1,0,Dead
4827,12,A,Quercus rubra,0.063,Low,2017,Quercus alba,1205,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,16.04,24.8,3.78,21.29,17.9,14,49,1,0,Dead
4837,12,C,Acer saccharum,0.047,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.3,NA,-0.46,9.73,9.88,14,49,1,0,Dead
4846,12,A,Acer saccharum,0.063,Low,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,14.78,NA,-0.13,10.82,11.64,14,49,1,0,Dead
4872,12,C,Quercus rubra,0.047,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,17.6,28.46,3.74,19.54,19.29,14,49,1,0,Dead
4913,12,C,Quercus rubra,0.047,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,16.59,19.58,2.4,23.47,12.33,14,49,1,0,Dead
4942,12,E,Quercus rubra,0.035,Low,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,17.09,17.84,2.4,23.04,12.32,14,49,1,0,Dead
4944,12,C,Acer saccharum,0.047,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.3,NA,-0.46,9.73,9.88,14,49,1,0,Dead
4975,12,B,Quercus alba,0.06,Low,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,5/17/18,10.56,2.49,2.46,19.5,18.63,14,49,1,0,Dead
5001,12,D,Acer saccharum,0.032,Low,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.41,NA,-0.24,9.61,10.03,14,49,1,0,Dead
5008,12,B,Acer saccharum,0.06,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.77,NA,-0.2,10.8,11.03,14,49,1,0,Dead
5021,12,D,Acer saccharum,0.032,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,13.91,NA,-0.56,9.53,9.91,14,49,1,0,Dead
5039,12,D,Acer saccharum,0.032,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,13.91,NA,-0.56,9.53,9.91,14,49,1,0,Dead
6831,16,B,Quercus rubra,0.105,Med,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,31.86,37.36,3.81,26.47,14.88,33,115.5,0,0,Alive
6834,16,D,Quercus rubra,0.133,High,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,5/24/18,16.74,55.57,4.33,21.72,17.88,33,115.5,0,0,Alive
6835,16,D,Quercus rubra,0.133,High,2016,Quercus rubra,1688,Non-Sterile,Conspecific,EMF,EMF,5/24/18,16.74,55.57,4.33,21.72,17.88,33,115.5,0,0,Alive
5049,12,B,Acer saccharum,0.06,Low,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,15.57,NA,-0.08,10.13,10.81,14,49,1,0,Dead
5074,12,D,Acer saccharum,0.032,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,13.91,NA,-0.56,9.53,9.91,14,49,1,0,Dead
5106,12,D,Acer saccharum,0.032,Low,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.41,NA,-0.24,9.61,10.03,14,49,1,0,Dead
5133,12,B,Acer saccharum,0.06,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.84,NA,-0.22,10.45,11.12,14,49,1,0,Dead
5142,12,D,Acer saccharum,0.032,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.08,NA,-0.57,10.04,10.41,14,49,1,0,Dead
6848,16,B,Quercus alba,0.105,Med,2017,Prunus serotina,J,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,14.3,27.74,4.16,18.83,24.08,33,115.5,0,0,Alive
6850,16,D,Quercus alba,0.133,High,2016,Quercus alba,1320,Non-Sterile,Conspecific,EMF,EMF,5/22/18,17.39,38.97,5.21,19.85,20.86,17,59.5,1,0,Dead
5167,12,B,Acer saccharum,0.06,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.84,NA,-0.22,10.45,11.12,14,49,1,0,Dead
5297,13,A,Acer saccharum,0.052,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,6/6/18,10.62,NA,-0.09,10.73,10.96,14,49,1,0,Dead
5397,13,C,Quercus alba,0.087,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,19.31,23.28,4.99,18.69,22.02,14,49,1,0,Dead
5680,14,C,Acer saccharum,0.053,Low,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.01,NA,-0.29,9.2,9.62,14,49,1,0,Dead
5723,14,C,Acer saccharum,0.053,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,15.71,NA,-0.32,9.53,9.37,14,49,1,0,Dead
6867,16,B,Quercus alba,0.105,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,12.77,21.84,4.69,17.55,24.49,33,115.5,0,0,Alive
5736,14,C,Acer saccharum,0.053,Low,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/1/18,17.08,NA,-0.18,9.86,10.29,14,49,1,0,Dead
5800,14,A,Acer saccharum,0.06,Low,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,15.57,NA,-0.08,10.13,10.81,14,49,1,0,Dead
5889,14,B,Acer saccharum,0.074,Low,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,11.9,NA,-0.22,10.83,11.31,14,49,1,0,Dead
5902,14,D,Acer saccharum,0.059,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.97,NA,-0.22,10.02,10.54,14,49,1,0,Dead
6883,16,B,Quercus rubra,0.105,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,5/30/18,21.87,28.69,3.56,26.52,14.55,21,73.5,1,0,Dead
5909,14,B,Quercus rubra,0.074,Low,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,16.82,12.28,2.58,22.49,12.18,14,49,1,0,Dead
6886,16,D,Quercus alba,0.133,High,2017,Quercus rubra,970,Non-Sterile,Heterospecific,EMF,EMF,5/25/18,11.12,41.61,5.56,21.51,18.86,33,115.5,0,0,Alive
5916,14,D,Acer saccharum,0.059,Low,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,15.39,NA,-0.09,10,10.68,14,49,1,0,Dead
5919,14,D,Acer saccharum,0.059,Low,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.97,NA,-0.22,10.02,10.54,14,49,1,0,Dead
5932,14,D,Acer saccharum,0.059,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,12.97,NA,-0.22,10.02,10.54,14,49,1,0,Dead
6006,14,D,Acer saccharum,0.059,Low,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,15.39,NA,-0.09,10,10.68,14,49,1,0,Dead
6007,14,D,Acer saccharum,0.059,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.02,NA,-0.26,10.74,11,14,49,1,0,Dead
6018,14,B,Acer saccharum,0.074,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.05,NA,-0.13,10.24,10.73,14,49,1,0,Dead
6021,14,B,Acer saccharum,0.074,Low,2017,Prunus serotina,G,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.47,NA,-0.63,13.61,11.92,14,49,1,0,Dead
6110,15,A,Quercus rubra,0.087,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,22.29,27.83,3.35,24.9,14.95,14,49,1,0,Dead
6913,17,A,Quercus rubra,0.095,Med,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,5/23/18,9.16,7.32,3.54,24.58,15.24,33,115.5,0,0,Alive
6914,17,A,Quercus alba,0.095,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,27.61,30.96,4.99,19.34,20.79,33,115.5,0,0,Alive
6117,15,C,Acer saccharum,0.103,Med,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,14.91,NA,-0.15,13.51,12.15,14,49,1,0,Dead
6128,15,A,Acer saccharum,0.087,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.72,NA,-0.08,13.88,12.21,14,49,1,0,Dead
6198,15,A,Acer saccharum,0.087,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.08,NA,0,13.87,12.17,14,49,1,0,Dead
6923,17,C,Quercus rubra,0.122,High,2017,Sterile,984,Sterile,Sterilized,EMF,Sterile,5/23/18,14.89,7.8,3.74,24.28,16.16,33,115.5,0,0,Alive
6240,15,C,Acer saccharum,0.103,Med,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,22.43,NA,0.37,12.63,12.1,14,49,1,0,Dead
6247,15,A,Acer saccharum,0.087,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.08,NA,0,13.87,12.17,14,49,1,0,Dead
6929,17,C,Quercus alba,0.122,High,2016,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,5/22/18,9.9,37.02,5.26,21.29,18.43,33,115.5,0,0,Alive
6297,15,D,Acer saccharum,0.086,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.37,NA,-0.03,13.92,12.05,14,49,1,0,Dead
6304,15,B,Acer saccharum,0.11,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.7,NA,-0.01,13.01,12.08,14,49,1,0,Dead
6351,15,D,Acer saccharum,0.086,Med,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,18.1,NA,0.48,13.62,12.36,14,49,1,0,Dead
6944,17,C,Quercus rubra,0.122,High,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,20.76,35.94,3.97,21.96,17.34,33,115.5,0,0,Alive
6377,15,B,Acer saccharum,0.11,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/6/18,17.7,NA,-0.01,13.01,12.08,14,49,1,0,Dead
6946,17,C,Quercus alba,0.122,High,2016,Sterile,415,Sterile,Sterilized,EMF,Sterile,5/17/18,15.11,19.25,4.14,19.76,20.15,19,66.5,1,0,Dead
6386,15,D,Acer saccharum,0.086,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.37,NA,-0.03,13.92,12.05,14,49,1,0,Dead
6402,15,D,Acer saccharum,0.086,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.06,NA,-0.01,13.73,12.05,14,49,1,0,Dead
6478,15,D,Quercus rubra,0.086,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,18.65,24.37,3.71,19.82,19.29,14,49,1,0,Dead
6518,16,A,Acer saccharum,0.122,High,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/1/18,20.67,NA,0.44,13.41,12.45,14,49,1,0,Dead
6622,16,C,Acer saccharum,0.133,High,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.54,NA,0.46,13.77,12.5,14,49,1,0,Dead
6638,16,C,Acer saccharum,0.133,High,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,13.3,NA,-0.19,13.21,12.23,14,49,1,0,Dead
6967,17,A,Quercus rubra,0.095,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,25.61,27.69,3.34,24.56,14.94,33,115.5,0,0,Alive
6691,16,C,Acer saccharum,0.133,High,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,13.3,NA,-0.19,13.21,12.23,14,49,1,0,Dead
6726,16,D,Acer saccharum,0.133,High,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.54,NA,0.46,13.77,12.5,14,49,1,0,Dead
6972,17,A,Quercus alba,0.095,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,12.59,23.8,4.68,17.67,23.69,33,115.5,0,0,Alive
6735,16,B,Acer saccharum,0.105,Med,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.04,NA,0.5,13.96,12.51,14,49,1,0,Dead
6738,16,B,Acer saccharum,0.105,Med,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,19.04,NA,0.5,13.96,12.51,14,49,1,0,Dead
6775,16,B,Acer saccharum,0.105,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.18,NA,-0.1,13.27,12.23,14,49,1,0,Dead
6811,16,B,Quercus rubra,0.105,Med,2017,Prunus serotina,G,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,25.13,27.19,3.4,24.34,15.45,14,49,1,0,Dead
6980,17,C,Quercus rubra,0.122,High,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,24.29,47.85,3.92,26.86,15.13,33,115.5,0,0,Alive
6823,16,B,Acer saccharum,0.105,Med,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,15.35,NA,-0.06,13.5,12.21,14,49,1,0,Dead
6839,16,D,Acer saccharum,0.133,High,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,13.3,NA,-0.19,13.21,12.23,14,49,1,0,Dead
6987,17,A,Quercus alba,0.095,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/29/18,27.61,30.96,4.99,19.34,20.79,33,115.5,0,0,Alive
6907,16,D,Acer saccharum,0.133,High,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.04,NA,-0.1,13.25,12.26,14,49,1,0,Dead
6951,17,A,Acer saccharum,0.095,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.13,NA,-0.04,13.42,12.09,14,49,1,0,Dead
6985,17,A,Acer saccharum,0.095,Med,2017,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.13,NA,-0.04,13.42,12.09,14,49,1,0,Dead
7095,17,A,Acer saccharum,0.095,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,14.43,NA,-0.16,13.64,12.11,14,49,1,0,Dead
7100,17,E,Acer saccharum,0.094,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.59,NA,-0.06,13.55,12.12,14,49,1,0,Dead
7103,17,E,Acer saccharum,0.094,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.59,NA,-0.06,13.55,12.12,14,49,1,0,Dead
7006,17,A,Quercus alba,0.095,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,12.59,23.8,4.68,17.67,23.69,33,115.5,0,0,Alive
7009,17,A,Quercus rubra,0.095,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,25.81,47.83,3.81,26.89,14.77,33,115.5,0,0,Alive
7154,17,E,Quercus rubra,0.094,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,19.41,20.7,3.83,21.01,18.05,14,49,1,0,Dead
7012,17,C,Quercus rubra,0.122,High,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,17.23,36,3.58,23.29,16.48,33,115.5,0,0,Alive
7175,17,D,Acer saccharum,0.118,Med,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,20.89,NA,0.47,13.5,12.44,14,49,1,0,Dead
7178,17,D,Acer saccharum,0.118,Med,2017,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/1/18,20.89,NA,0.47,13.5,12.44,14,49,1,0,Dead
7296,17,B,Acer saccharum,0.111,Med,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,17.9,NA,-0.03,12.9,12.09,14,49,1,0,Dead
7034,17,C,Quercus alba,0.122,High,2017,Sterile,1320,Sterile,Sterilized,EMF,Sterile,5/17/18,15.11,19.25,4.14,19.76,20.15,33,115.5,0,0,Alive
7342,17,D,Acer saccharum,0.118,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.34,NA,-0.09,12.82,12,14,49,1,0,Dead
7375,18,C,Acer saccharum,0.14,High,2017,Acer saccharum,1757,Non-Sterile,Conspecific,AMF,AMF,6/1/18,17.8,NA,0.38,14,12.77,14,49,1,0,Dead
7376,18,C,Acer saccharum,0.14,High,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,6/1/18,17.8,NA,0.38,14,12.77,14,49,1,0,Dead
7394,18,C,Acer saccharum,0.14,High,2016,Sterile,561,Sterile,Sterilized,AMF,Sterile,6/1/18,11.36,NA,0.19,13.86,12.47,14,49,1,0,Dead
7413,18,C,Acer saccharum,0.14,High,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.07,NA,0.08,13.95,12.52,14,49,1,0,Dead
7431,18,C,Acer saccharum,0.14,High,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,16.08,NA,-0.03,13.7,12.82,14,49,1,0,Dead
7473,18,A,Acer saccharum,0.141,High,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,6/1/18,17.94,NA,0.24,14.15,12.82,14,49,1,0,Dead
7536,18,C,Acer saccharum,0.14,High,2016,Sterile,961,Sterile,Sterilized,AMF,Sterile,6/1/18,11.36,NA,0.19,13.86,12.47,14,49,1,0,Dead
7558,18,C,Acer saccharum,0.14,High,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,14.07,NA,0.08,13.95,12.52,14,49,1,0,Dead
7582,18,B,Acer saccharum,0.138,High,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.77,NA,-0.03,13.68,12.85,14,49,1,0,Dead
7066,17,C,Prunus serotina,0.122,High,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,6/7/18,42.4,NA,0.61,10.19,13.54,33,115.5,0,0,Alive
7589,18,E,Acer saccharum,0.148,High,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,18.18,NA,0.21,14.51,12.56,14,49,1,0,Dead
7622,18,B,Quercus rubra,0.138,High,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,18.95,36.5,3.46,20.28,19.72,14,49,1,0,Dead
7627,18,D,Quercus rubra,0.161,High,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,19.76,43.87,2.91,27.27,12.23,14,49,1,0,Dead
7093,17,A,Quercus alba,0.095,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,5/25/18,12.59,23.8,4.68,17.67,23.69,33,115.5,0,0,Alive
7651,18,B,Acer saccharum,0.138,High,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,6/1/18,11.07,NA,0.16,14.32,12.46,14,49,1,0,Dead
7666,18,D,Acer saccharum,0.161,High,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,6/1/18,18.42,NA,0.3,13.78,12.74,14,49,1,0,Dead
7667,18,D,Acer saccharum,0.161,High,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,6/1/18,18.3,NA,0.25,14.38,12.6,14,49,1,0,Dead
7694,18,B,Acer saccharum,0.138,High,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.77,NA,-0.03,13.68,12.85,14,49,1,0,Dead
7713,18,B,Acer saccharum,0.138,High,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,6/1/18,18.77,NA,-0.03,13.68,12.85,14,49,1,0,Dead
7757,18,D,Acer saccharum,0.161,High,2016,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,6/1/18,18.42,NA,0.3,13.78,12.74,14,49,1,0,Dead
198,1,C,Quercus rubra,0.106,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,5/29/18,25.4,41.56,3.79,26.69,14.65,15,52.5,1,0,Dead
283,1,D,Quercus rubra,0.107,Med,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,14.3,29.68,3.69,19.45,19.79,15,52.5,1,0,Dead
7119,17,E,Quercus alba,0.094,Med,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,5/17/18,7.91,7.01,3.44,19.44,19.38,33,115.5,0,0,Alive
578,2,A,Quercus rubra,0.083,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,5/31/18,21.04,23.31,3.82,21.04,18.03,15,52.5,1,0,Dead
711,2,B,Quercus rubra,0.082,Med,2017,Prunus serotina,H,Non-Sterile,Heterospecific,EMF,AMF,5/31/18,20.73,12.61,2.58,24.61,11.98,15,52.5,1,0,Dead
7126,17,C,Quercus rubra,0.122,High,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,5/23/18,14.89,7.8,3.74,24.28,16.16,17,59.5,1,0,Dead
